Genus	Species	Samplinglocation	Country	Year	Date	Sample number (on tube or bag)	Individual number	Extraction y/n?	Extraction date	Sex	Status	Sampled by	Sample type	Place of capture	Reproductive status	Weight	Length	Tail length	Latitude	Longitude	Remarks	Latitude (swiss)	Longitude (swiss)	Microsat	Cytochrom b	Control region	avpr1a	Specimen-20	"GewebeRack Number in Fridge oder -20C oder -80C, Gut samples"	DNADNA_.Number.in..20	RNARNA_.Number.in..80	Lung.Tissue	Screened? (TULV)	Positive? (TULV)	S-Segment	M-Segment	L-Segment	Genome	Swab 2 Tubes per Sample	Published	Add								
Microtus	arvalis	Schreck-Feld	Switzerland	2016	19/09/2016	MarCHSf70	MarCHSf70			f		Remco Folkertsma	Specimen			24			46.661764	8.06165								Big red Box 69			RNA_ 133_14	Lung_ 255_77																	
Microtus	arvalis	Schreck-Feld	Switzerland	2016	19/09/2016	MarCHSf71	MarCHSf71			f		Remco Folkertsma	Specimen			22			46.661764	8.06165								Big red Box 69			RNA_ 133_54	Lung_ 256_36																	
Microtus	arvalis	Schreck-Feld	Switzerland	2016	19/09/2016	MarCHSf72	MarCHSf72					Remco Folkertsma	Specimen			17			46.661764	8.06165								Big red Box 69			RNA_ 133_78	Lung_ 256_60																	
Microtus	arvalis	Schreck-Feld	Switzerland	2016	19/09/2016	MarCHSf73	MarCHSf73			f		Remco Folkertsma	Specimen			22			46.661764	8.06165								Big red Box 69			RNA_ 133_55	Lung_ 256_37																	
Microtus	arvalis	Schreck-Feld	Switzerland	2016	19/09/2016	MarCHSf74	MarCHSf74					Remco Folkertsma	Specimen			14			46.661764	8.06165								Big red Box 69																					
Microtus	arvalis	Schreck-Feld	Switzerland	2016	19/09/2016	MarCHSf75	MarCHSf75					Remco Folkertsma	Specimen			14			46.661764	8.06165								Big red Box 69																					
Microtus	arvalis	Schreck-Feld	Switzerland	2016	19/09/2016	MarCHSf76	MarCHSf76					Remco Folkertsma	Specimen			16			46.661764	8.06165								Big red Box 69																					
Microtus	arvalis	Schreck-Feld	Switzerland	2016	19/09/2016	MarCHSf77	MarCHSf77			f		Remco Folkertsma	Specimen			20			46.661764	8.06165								Big red Box 69			RNA_ 133_79	Lung_ 256_61																	
Microtus	arvalis	Schreck-Feld	Switzerland	2016	19/09/2016	MarCHSf78	MarCHSf78			m		Remco Folkertsma	Specimen			24			46.661764	8.06165								Big red Box 69			RNA_ 133_15	Lung_ 255_78																	
Microtus	arvalis	Bönigen	Switzerland	2016	20/09/2016	MarCHBö01	MarCHBö01					Remco Folkertsma	Specimen			9			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	20/09/2016	MarCHBö02	MarCHBö02					Remco Folkertsma	Specimen			16			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	20/09/2016	MarCHBö03	MarCHBö03					Remco Folkertsma	Specimen			16			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	20/09/2016	MarCHBö04	MarCHBö04					Remco Folkertsma	Specimen			17			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	20/09/2016	MarCHBö05	MarCHBö05					Remco Folkertsma	Specimen			16			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö06	MarCHBö06			m		Remco Folkertsma	Specimen			21			46.675937	7.887102								Big red Box 69			RNA_ 133_35	Lung_ 256_17																	
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö07	MarCHBö07					Remco Folkertsma	Specimen			8			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö08	MarCHBö08					Remco Folkertsma	Specimen			8			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö09	MarCHBö09			m		Remco Folkertsma	Specimen			18			46.675937	7.887102								Big red Box 69			RNA_ 133_36	Lung_ 256_18																	
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö10	MarCHBö10			f		Remco Folkertsma	Specimen			28			46.675937	7.887102								Big red Box 69			RNA_ 130_67	Lung_ 255_49																	
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö11	MarCHBö11					Remco Folkertsma	Specimen			14			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö12	MarCHBö12			m		Remco Folkertsma	Specimen			25			46.675937	7.887102								Big red Box 69			RNA_ 130_68	Lung_ 255_50																	
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö13	MarCHBö13					Remco Folkertsma	Specimen			15			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö14	MarCHBö14					Remco Folkertsma	Specimen			15			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö15	MarCHBö15					Remco Folkertsma	Specimen			16			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö16	MarCHBö16			f		Remco Folkertsma	Specimen			31			46.675937	7.887102								Big red Box 69			RNA_ 130_69	Lung_ 255_51																	
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö17	MarCHBö17					Remco Folkertsma	Specimen			8			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	21/09/2016	MarCHBö18	MarCHBö18					Remco Folkertsma	Specimen			16			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	22/09/2016	MarCHBö19	MarCHBö19					Remco Folkertsma	Specimen			4			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	22/09/2016	MarCHBö20	MarCHBö20					Remco Folkertsma	Specimen			8			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	22/09/2016	MarCHBö21	MarCHBö21			m		Remco Folkertsma	Specimen			18			46.675937	7.887102								Big red Box 69			RNA_ 133_61	Lung_ 256_43																	
Microtus	arvalis	Bönigen	Switzerland	2016	22/09/2016	MarCHBö22	MarCHBö22				half eaten	Remco Folkertsma	Specimen			17			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	22/09/2016	MarCHBö23	MarCHBö23			m		Remco Folkertsma	Specimen			18			46.675937	7.887102								Big red Box 69			RNA_ 133_62	Lung_ 256_44																	
Microtus	arvalis	Bönigen	Switzerland	2016	22/09/2016	MarCHBö24	MarCHBö24					Remco Folkertsma	Specimen			20			46.675937	7.887102								Big red Box 69			RNA_ 133_37	Lung_ 256_19																	
Microtus	arvalis	Bönigen	Switzerland	2016	22/09/2016	MarCHBö25	MarCHBö25			f		Remco Folkertsma	Specimen			29			46.675937	7.887102								Big red Box 69			RNA_ 130_70	Lung_ 255_52																	
Microtus	arvalis	Bönigen	Switzerland	2016	22/09/2016	MarCHBö26	MarCHBö26					Remco Folkertsma	Specimen			18			46.675937	7.887102								Big red Box 69			RNA_ 133_63	Lung_ 256_45																	
Microtus	arvalis	Bönigen	Switzerland	2016	22/09/2016	MarCHBö27	MarCHBö27			f		Remco Folkertsma	Specimen			31			46.675937	7.887102								Big red Box 69			RNA_ 130_71	Lung_ 255_53	yes	yes	yes														
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö28	MarCHBö28					Remco Folkertsma	Specimen			6			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö29	MarCHBö29					Remco Folkertsma	Specimen			7			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö30	MarCHBö30			f		Remco Folkertsma	Specimen			35			46.675937	7.887102								Big red Box 69			RNA_ 130_72	Lung_ 255_54	yes	yes	yes														
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö31	MarCHBö31					Remco Folkertsma	Specimen			9			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö32	MarCHBö32					Remco Folkertsma	Specimen			14			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö33	MarCHBö33					Remco Folkertsma	Specimen			13			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö34	MarCHBö34					Remco Folkertsma	Specimen			15			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö35	MarCHBö35					Remco Folkertsma	Specimen			14			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö36	MarCHBö36					Remco Folkertsma	Specimen			14			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö37	MarCHBö37			m		Remco Folkertsma	Specimen			17			46.675937	7.887102								Big red Box 69			RNA_ 133_64	Lung_ 256_46																	
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö38	MarCHBö38			m		Remco Folkertsma	Specimen			20			46.675937	7.887102								Big red Box 69			RNA_ 133_38	Lung_ 256_20																	
Microtus	arvalis	Bönigen	Switzerland	2016	23/09/2016	MarCHBö39	MarCHBö39					Remco Folkertsma	Specimen			14			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Waldspitz	Switzerland	2016	23/09/2016	MarCHWs01	MarCHWs01					Remco Folkertsma	Specimen	location 1		9			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	23/09/2016	MarCHWs02	MarCHWs02				half eaten	Remco Folkertsma	Specimen	location 1		11			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	23/09/2016	MarCHWs03	MarCHWs03					Remco Folkertsma	Specimen	location 1		13			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	23/09/2016	MarCHWs04	MarCHWs04					Remco Folkertsma	Specimen	location 1		12			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	23/09/2016	MarCHWs05	MarCHWs05					Remco Folkertsma	Specimen	location 1		13			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	23/09/2016	MarCHWs06	MarCHWs06					Remco Folkertsma	Specimen	location 1		14			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	23/09/2016	MarCHWs07	MarCHWs07					Remco Folkertsma	Specimen	location 1		12			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	23/09/2016	MarCHWs08	MarCHWs08					Remco Folkertsma	Specimen	location 1		14			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	23/09/2016	MarCHWs09	MarCHWs09			m		Remco Folkertsma	Specimen	location 1		18			46.659725	8.04633425								Big red Box 68			RNA_ 133_56	Lung_ 256_38																	
Microtus	arvalis	Bönigen	Switzerland	2016	24/09/2016	MarCHBö40	MarCHBö40					Remco Folkertsma	Specimen			14			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Bönigen	Switzerland	2016	24/09/2016	MarCHBö41	MarCHBö41			f		Remco Folkertsma	Specimen			27			46.675937	7.887102								Big red Box 69			RNA_ 130_73	Lung_ 255_55																	
Microtus	arvalis	Bönigen	Switzerland	2016	24/09/2016	MarCHBö42	MarCHBö42			m		Remco Folkertsma	Specimen			29			46.675937	7.887102								Big red Box 69			RNA_ 130_74	Lung_ 255_56																	
Microtus	arvalis	Bönigen	Switzerland	2016	24/09/2016	MarCHBö43	MarCHBö43			f		Remco Folkertsma	Specimen			31			46.675937	7.887102								Big red Box 69			RNA_ 130_75	Lung_ 255_57	yes	yes	yes														
Microtus	arvalis	Bönigen	Switzerland	2016	24/09/2016	MarCHBö44	MarCHBö44					Remco Folkertsma	Specimen			13			46.675937	7.887102								Big red Box 69																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs10	MarCHWs10					Remco Folkertsma	Specimen	location 1		24			46.659725	8.04633425								Big red Box 68			RNA_ 133_16	Lung_ 255_79																	
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs11	MarCHWs11					Remco Folkertsma	Specimen	location 1		24			46.659725	8.04633425								Big red Box 68			RNA_ 133_17	Lung_ 255_80																	
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs12	MarCHWs12					Remco Folkertsma	Specimen	location 1		8			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs13	MarCHWs13					Remco Folkertsma	Specimen	location 1		9			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs14	MarCHWs14			m		Remco Folkertsma	Specimen	location 1		17			46.659725	8.04633425								Big red Box 68			RNA_ 133_80	Lung_ 256_62																	
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs15	MarCHWs15					Remco Folkertsma	Specimen	location 1		21			46.659725	8.04633425								Big red Box 68			RNA_ 133_57	Lung_ 256_39																	
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs16	MarCHWs16					Remco Folkertsma	Specimen	location 1		13			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs17	MarCHWs17					Remco Folkertsma	Specimen	location 1		12			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs18	MarCHWs18					Remco Folkertsma	Specimen	location 1		14			46.660692	8.044898								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs19	MarCHWs19					Remco Folkertsma	Specimen	location 1		18			46.660692	8.044898								Big red Box 68			RNA_ 133_81	Lung_ 256_63																	
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs20	MarCHWs20					Remco Folkertsma	Specimen	location 1		13			46.660692	8.044898								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs21	MarCHWs21			f		Remco Folkertsma	Specimen	location 2		22			46.660692	8.044898								Big red Box 68			RNA_ 133_33	Lung_ 256_15																	
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs22	MarCHWs22					Remco Folkertsma	Specimen	location 2		12			46.660692	8.044898								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs23	MarCHWs23					Remco Folkertsma	Specimen	location 2		12			46.660692	8.044898								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs24	MarCHWs24					Remco Folkertsma	Specimen	location 2		14			46.660692	8.044898								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs25	MarCHWs25					Remco Folkertsma	Specimen	location 2		13			46.661468	8.045085								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs26	MarCHWs26					Remco Folkertsma	Specimen	location 2		14			46.661468	8.045085								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs27	MarCHWs27					Remco Folkertsma	Specimen	location 2		14			46.661468	8.045085								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	24/09/2016	MarCHWs28	MarCHWs28					Remco Folkertsma	Specimen	location 2		13			46.661468	8.045085								Big red Box 68																					
Microtus	arvalis	AbgrabungBalmbeiMeiringen	Switzerland	2016	25/09/2016	MarCHBm01	MarCHBm01					Remco Folkertsma	Specimen			21			46.739964	8.150641								Big red Box 70			RNA_ 133_34	Lung_ 256_16																	
Microtus	arvalis	AbgrabungBalmbeiMeiringen	Switzerland	2016	25/09/2016	MarCHBm02	MarCHBm02				head partially eaten	Remco Folkertsma	Specimen			19			46.739964	8.150641								Big red Box 70			RNA_ 133_60	Lung_ 256_42																	
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs29	MarCHWs29			m		Remco Folkertsma	Specimen	location 2		26			46.659725	8.04633425								Big red Box 68			RNA_ 133_18	Lung_ 255_81																	
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs30	MarCHWs30					Remco Folkertsma	Specimen	location 2		12			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs31	MarCHWs31					Remco Folkertsma	Specimen	location 2		7			46.659725	8.04633425								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs32	MarCHWs32					Remco Folkertsma	Specimen	location 3		15			46.660692	8.044898								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs33	MarCHWs33				half eaten	Remco Folkertsma	Specimen	location 3		8			46.660692	8.044898								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs34	MarCHWs34					Remco Folkertsma	Specimen	location 3		14			46.660692	8.044898								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs35	MarCHWs35				half eaten	Remco Folkertsma	Specimen	location 3		6			46.660692	8.044898								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs36	MarCHWs36					Remco Folkertsma	Specimen	location 3		15			46.661468	8.045085								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs37	MarCHWs37					Remco Folkertsma	Specimen	location 3		15			46.661468	8.045085								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs38	MarCHWs38					Remco Folkertsma	Specimen	location 3		15			46.661468	8.045085								Big red Box 68																					
Microtus	arvalis	Waldspitz	Switzerland	2016	25/09/2016	MarCHWs39	MarCHWs39					Remco Folkertsma	Specimen	location 3		14			46.661468	8.045085								Big red Box 68																					
Microtus	arvalis	Ersigen-Furtrainachere	Switzerland	2016	12.-14.07.2016	MarCHEf03	MarCHEf03			f			specimen + tail&foot in EtOH			44			47.106672	7.58658								Big red Box50 -80°C Nr.4	Rack 24		RNA_ 123_43	Lung_ 244_43	yes	no															
Microtus	arvalis	Ersigen-Furtrainachere	Switzerland	2016	12.-14.07.2016	MarCHEf04	MarCHEf04						specimen + tail&foot in EtOH			42.5			47.106672	7.58658								Big red Box50 -80°C Nr.4	Rack 24		RNA_ 123_44	Lung_ 244_44	yes	yes	yes	yes	yes	Mi Seq Run 5											
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl05	MarCHEl05			f			specimen + tail&foot in EtOH			40			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_ 124_11	Lung_ 245_11	yes	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl06	MarCHEl06			m			specimen + tail&foot in EtOH			19.5			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_169_19	lung_292_75	yes	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl07	MarCHEl07			f			specimen + tail&foot in EtOH			44			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_ 123_48	Lung_ 244_48	yes	yes	yes														
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl08	MarCHEl08			f			specimen + tail&foot in EtOH			26			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_155_55	Lung_276_09	yes	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl09	MarCHEl09			m			specimen + tail&foot in EtOH			51			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_ 123_45	Lung_ 244_45	yes	yes	yes														
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl10	MarCHEl10			f			specimen + tail&foot in EtOH			40			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_ 124_12	Lung_ 245_12	yes	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl11	MarCHEl11			f			specimen + tail&foot in EtOH			39			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_155_56 u RNA_191_50	Lung_276_10	yes/yes/yes	yes/no/yes	N's no/no/yes 14.12.2022														
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl12	MarCHEl12			juv			specimen + tail&foot in EtOH			10.5			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		no RNA	no lung	no	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl13	MarCHEl13			f?			specimen + tail&foot in EtOH			47			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_ 123_47	Lung_ 244_47	yes	yes	yes														
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl14	MarCHEl14			f			specimen + tail&foot in EtOH			25			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_155_57	Lung_276_11	yes	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl15	MarCHEl15			f			specimen + tail&foot in EtOH			40			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_155_58	Lung_276_12	yes	yes	yes	yes	yes	Mi Seq Run 5											
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl16	MarCHEl16			f			specimen + tail&foot in EtOH			22			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_155_59	Lung_276_13	yes	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl17	MarCHEl17			f			specimen + tail&foot in EtOH			32			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_155_60	Lung_276_14	yes	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl18	MarCHEl18			m			specimen + tail&foot in EtOH			11			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_21	lung_292_77	yes	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl19	MarCHEl19			m			specimen + tail&foot in EtOH			47.5			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_ 123_46	Lung_ 244_46	yes	yes	yes														
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl20	MarCHEl20			f			specimen + tail&foot in EtOH			38.5			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_155_61 u RNA_191_51	Lung_276_15	yes/yes/yes	yes/no/yes	no/no														
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl21	MarCHEl21			f			specimen + tail&foot in EtOH			41			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		"RNA_ 124_10 (RNA from liver, RNA_155_62, leer"	"Lung_276_16,leer "	yes	yes/no	no/no														
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl22	MarCHEl22			?			specimen + tail&foot in EtOH			13			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		no RNA	no lung	no	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl23	MarCHEl23			?			specimen + tail&foot in EtOH			17			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		no RNA	no lung	no	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl24	MarCHEl24			m			specimen + tail&foot in EtOH			23			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_155_63	Lung_276_17	yes	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl25	MarCHEl25			m			specimen + tail&foot in EtOH			25.5			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_155_64	Lung_276_18	yes	no															
Microtus	arvalis	Ersigen-Lochacher	Switzerland	2016	12.-14.07.2016	MarCHEl26	MarCHEl26			?			specimen + tail&foot in EtOH			19			47.110694	7.597331								Big red Box49 -80°C Nr.4	Rack 24		RNA_169_24	lung_292_80	yes	no															
Microtus	arvalis	Erzurum	Turkey	2016		8101	MarTREr01	y	13/4/2019	M			liver in RNALater						39.826194	41.325141	"Polat et al. 2019 Infection, Genetcis and Evolution"								Rack30	DNA_1149_16	RNA_153_69		yes	yes				yes											
Microtus	arvalis	Bütikofenb.Burgdorf	Switzerland	2016	15/10/2016	MarCHBk01	MarCHBk01			m		Gerald	specimen + tail&foot in EtOH			16			47.0819	7.629933								Big red Box 70	Rack 26																				
Microtus	arvalis	Bütikofenb.Burgdorf	Switzerland	2016	15/10/2016	MarCHBk02	MarCHBk02			?	back partially eaten	Gerald	specimen + tail&foot in EtOH			15			47.0819	7.629933								Big red Box 70	Rack 26																				
Microtus	arvalis	"Austria,A,Wien,Himberg"	Austria	2017	2017	Himb 9/1	MarAW01			?	?	"Christoph Walder, Wien"	ear	Himberg															Rack02																				
Microtus	arvalis	Hranice	Czech Republic	2017	22/07/2017	1	MarCzHr01			f		"Moritz, Alexandra"	specimen + tail&foot in EtOH			29			50.310175	12.164119								Big red Box 74	26		RNA_141_16	Lung_259_04	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	KS11/687	MarDWd01			f	guts out	"Marco, Till, Melanie"	specimen + tail&foot in EtOH			17			50.7145377	11.9318799					Central			Big red Box 76	Rack 26		RNA_185																		
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	2	MarDWd02			f	guts out	"Marco, Till, Melanie"	specimen + tail&foot in EtOH			23			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	3	MarDWd03			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			24			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	4	MarDWd04			?		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			23			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	5	MarDWd05			?		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			29			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	6	MarDWd06			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			11			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	7	MarDWd07			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			24			50.7145377	11.9318799								Big red Box 76	Rack 26																				
